tokens_clean_lemmatized
"['refuse', 'work']"
"['liz', 'truss', 'brief', 'world', 'reacts', 'uk', 'political', 'turmoil']"
"['rationing', 'energy', 'nothing', 'new', 'offgrid', 'community']"
"['hunt', 'superyachts', 'sanctioned', 'russian', 'oligarch']"
"['platinum', 'jubilee', '70', 'year', 'queen', '70', 'second']"
